fieldID,irrigation,buffer,fence,treatment,scenario_type,area,OrganicN,NO3,OrganicP,SolubleP,Sediment,TotalP,TotalN
4734,sprinkler_irr,buff_none,no_fence,spr,alternative,25.0747,5.164509168,1.882357043,1.072758232,1.160295303,9.21219936,2.233053535,7.046866211
4734,sprinkler_irr,buff_none,fenced,spr_fence,alternative,25.0747,4.91858016,1.792720994,1.021674506,1.105043146,8.7735232,2.126717652,6.711301154
4734,sprinkler_irr,buffer,no_fence,spr_buff,alternative,25.0747,4.9658742,1.7403449,1.0314983,1.0314983,8.857884,2.0629966,6.7062191
4734,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,25.0747,4.729404,1.657471333,0.982379333,0.982379333,8.43608,1.964758666,6.386875333
4735,flood_irr,buff_none,no_fence,flo,current condition,2.13382,16.94206861,4.811454391,2.036509702,2.202688893,17.05587233,4.239198595,21.753523
4735,flood_irr,buff_none,fenced,flo_fence,alternative,2.13382,2.151373792,1.018297225,0.431007344,0.466177543,3.60970843,0.897184887,3.169671017
4735,flood_irr,buffer,no_fence,flo_buff,alternative,2.13382,2.172060078,0.988546678,0.435151645,0.435151645,3.644417165,0.87030329,3.160606756
4735,flood_irr,buffer,fenced,flo_buff_fence,alternative,2.13382,2.068628646,0.941473026,0.414430138,0.414430138,3.47087349,0.828860276,3.010101672
4735,sprinkler_irr,buff_none,no_fence,spr,alternative,2.13382,5.735819544,1.745621929,1.18475266,1.281428477,10.60072468,2.466181137,7.481441473
4735,sprinkler_irr,buff_none,fenced,spr_fence,alternative,2.13382,5.46268528,1.662497075,1.128335866,1.220408073,10.09592827,2.348743939,7.125182355
4735,sprinkler_irr,buffer,no_fence,spr_buff,alternative,2.13382,5.5152111,1.6139256,1.13918525,1.13918525,10.1930045,2.2783705,7.1291367
4735,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,2.13382,5.252582,1.537072,1.084938333,1.084938333,9.707623333,2.169876666,6.789654
4736,flood_irr,buff_none,no_fence,flo,current condition,4.24815,27.91510656,4.897443396,3.629738196,3.925924833,29.49257067,7.555663029,32.81254996
4736,flood_irr,buff_none,fenced,flo_fence,alternative,4.24815,3.544775437,1.036495956,0.76819856,0.830883563,6.241813899,1.599082123,4.581271393
4736,flood_irr,buffer,no_fence,flo_buff,alternative,4.24815,3.578859816,1.006213715,0.775585085,0.775585085,6.30183134,1.55117017,4.585073531
4736,flood_irr,buffer,fenced,flo_buff_fence,alternative,4.24815,3.40843792,0.958298776,0.738652462,0.738652462,6.001744134,1.477304924,4.366736696
4736,sprinkler_irr,buff_none,no_fence,spr,alternative,4.24815,8.668280712,1.788976891,1.823555552,1.972357685,16.33081268,3.795913237,10.4572576
4736,sprinkler_irr,buff_none,fenced,spr_fence,alternative,4.24815,8.25550544,1.703787515,1.736719574,1.878435891,15.55315494,3.615155465,9.959292955
4736,sprinkler_irr,buffer,no_fence,spr_buff,alternative,4.24815,8.3348853,1.6540097,1.7534188,1.7534188,15.7027045,3.5068376,9.988895
4736,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,4.24815,7.937986,1.575247333,1.669922667,1.669922667,14.95495667,3.339845334,9.513233333
4737,flood_irr,buff_none,no_fence,flo,current condition,5.41716,20.77215826,4.879959421,2.659968546,2.877021979,21.36238404,5.536990525,25.65211768
4737,flood_irr,buff_none,fenced,flo_fence,alternative,5.41716,2.637734382,1.032795645,0.562956306,0.608893541,4.52113948,1.171849847,3.670530027
4737,flood_irr,buffer,no_fence,flo_buff,alternative,5.41716,2.663097213,1.002621512,0.568369347,0.568369347,4.564611975,1.136738694,3.665718725
4737,flood_irr,buffer,fenced,flo_buff_fence,alternative,5.41716,2.53628306,0.95487763,0.54130414,0.54130414,4.3472495,1.08260828,3.49116069
4737,sprinkler_irr,buff_none,no_fence,spr,alternative,5.41716,6.687641688,1.796888796,1.38867092,1.501986467,12.43285316,2.890657387,8.484530484
4737,sprinkler_irr,buff_none,fenced,spr_fence,alternative,5.41716,6.36918256,1.711322662,1.322543734,1.430463302,11.84081254,2.753007036,8.080505222
4737,sprinkler_irr,buffer,no_fence,spr_buff,alternative,5.41716,6.4304247,1.6613247,1.3352605,1.3352605,11.9546665,2.670521,8.0917494
4737,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,5.41716,6.124214,1.582214,1.271676667,1.271676667,11.38539667,2.543353334,7.706428
4738,flood_irr,buff_none,no_fence,flo,current condition,16.6878,14.76900507,4.680003769,1.702021641,1.840906607,14.46447864,3.542928248,19.44900884
4738,flood_irr,buff_none,fenced,flo_fence,alternative,16.6878,1.875429215,0.990476989,0.360216221,0.389609864,3.06126532,0.749826085,2.865906204
4738,flood_irr,buffer,no_fence,flo_buff,alternative,16.6878,1.893462188,0.961539236,0.363679838,0.363679838,3.090700564,0.727359676,2.855001424
4738,flood_irr,buffer,fenced,flo_buff_fence,alternative,16.6878,1.803297322,0.915751654,0.346361751,0.346361751,2.943524346,0.692723502,2.719048976
4738,sprinkler_irr,buff_none,no_fence,spr,alternative,16.6878,5.595349032,1.734428667,1.155690536,1.249994884,10.3554906,2.40568542,7.329777699
4738,sprinkler_irr,buff_none,fenced,spr_fence,alternative,16.6878,5.32890384,1.651836826,1.100657654,1.190471318,9.862372,2.291128972,6.980740666
4738,sprinkler_irr,buffer,no_fence,spr_buff,alternative,16.6878,5.3801433,1.6035768,1.1112409,1.1112409,9.9572025,2.2224818,6.9837201
4738,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,16.6878,5.123946,1.527216,1.058324667,1.058324667,9.48305,2.116649334,6.651162
4739,flood_irr,buff_none,no_fence,flo,current condition,5.03837,12.11578805,4.711010849,1.342569909,1.452123613,11.61473235,2.794693522,16.8267989
4739,flood_irr,buff_none,fenced,flo_fence,alternative,5.03837,1.538512768,0.997039333,0.284141779,0.307327748,2.458144412,0.591469527,2.535552101
4739,flood_irr,buffer,no_fence,flo_buff,alternative,5.03837,1.55330616,0.967909856,0.286873912,0.286873912,2.481780416,0.573747824,2.521216016
4739,flood_irr,buffer,fenced,flo_buff_fence,alternative,5.03837,1.4793392,0.92181891,0.273213249,0.273213249,2.363600396,0.546426498,2.40115811
4739,sprinkler_irr,buff_none,no_fence,spr,alternative,5.03837,4.781776272,1.726634873,0.972870808,1.052257066,8.75297696,2.025127874,6.508411145
4739,sprinkler_irr,buff_none,fenced,spr_fence,alternative,5.03837,4.55407264,1.644414165,0.926543626,1.002149586,8.336168534,1.928693212,6.198486805
4739,sprinkler_irr,buffer,no_fence,spr_buff,alternative,5.03837,4.5978618,1.596371,0.9354527,0.9354527,8.416324,1.8709054,6.1942328
4739,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,5.03837,4.378916,1.520353333,0.890907333,0.890907333,8.015546667,1.781814666,5.899269333
4740,flood_irr,buff_none,no_fence,flo,current condition,8.45364,49.05428936,5.348532511,6.55368985,7.088470942,54.17617531,13.64216079,54.40282187
4740,flood_irr,buff_none,fenced,flo_fence,alternative,8.45364,6.229116109,1.131964553,1.387024306,1.50020549,11.46585721,2.887229796,7.361080662
4740,flood_irr,buffer,no_fence,flo_buff,alternative,8.45364,6.289011456,1.098893103,1.400361079,1.400361079,11.57610584,2.800722158,7.387904559
4740,flood_irr,buffer,fenced,flo_buff_fence,alternative,8.45364,5.98953472,1.04656486,1.333677218,1.333677218,11.0248627,2.667354436,7.03609958
4740,sprinkler_irr,buff_none,no_fence,spr,alternative,8.45364,14.91824443,2.062587567,3.195568376,3.456326756,28.77486248,6.651895132,16.980832
4740,sprinkler_irr,buff_none,fenced,spr_fence,alternative,8.45364,14.20785184,1.964369112,3.043398454,3.291739768,27.40463094,6.335138222,16.17222095
4740,sprinkler_irr,buffer,no_fence,spr_buff,alternative,8.45364,14.3444658,1.90697815,3.0726619,3.0726619,27.668137,6.1453238,16.25144395
4740,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,8.45364,13.661396,1.816169667,2.926344667,2.926344667,26.35060667,5.852689334,15.47756567
4741,flood_irr,buff_none,no_fence,flo,current condition,29.8448,8.773116649,4.511051552,1.040446573,1.125347013,8.164768363,2.165793586,13.2841682
4741,flood_irr,buff_none,fenced,flo_fence,alternative,29.8448,1.114046559,0.954719905,0.220200332,0.23816868,1.727993305,0.458369012,2.068766464
4741,flood_irr,buffer,no_fence,flo_buff,alternative,29.8448,1.124758545,0.926826831,0.222317643,0.222317643,1.744608625,0.444635286,2.051585376
4741,flood_irr,buffer,fenced,flo_buff_fence,alternative,29.8448,1.071198614,0.88269222,0.211731089,0.211731089,1.661532024,0.423462178,1.953890834
4741,sprinkler_irr,buff_none,no_fence,spr,alternative,29.8448,2.65958784,1.702751523,0.51463776,0.556632201,4.58674216,1.071269961,4.362339363
4741,sprinkler_irr,buff_none,fenced,spr_fence,alternative,29.8448,2.5329408,1.621668117,0.4901312,0.530125906,4.368325866,1.020257106,4.154608917
4741,sprinkler_irr,buffer,no_fence,spr_buff,alternative,29.8448,2.557296,1.5742895,0.494844,0.494844,4.410329,0.989688,4.1315855
4741,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,29.8448,2.43552,1.499323333,0.47128,0.47128,4.200313333,0.94256,3.934843333
4742,flood_irr,buff_none,no_fence,flo,current condition,4.03471,12.54922963,5.511019376,1.549525802,1.675967107,11.89389428,3.225492909,18.06024901
4742,flood_irr,buff_none,fenced,flo_fence,alternative,4.03471,1.593552969,1.166353307,0.327941969,0.354702033,2.517226303,0.682644002,2.759906276
4742,flood_irr,buffer,no_fence,flo_buff,alternative,4.03471,1.608875594,1.132277156,0.331095257,0.331095257,2.541430402,0.662190514,2.74115275
4742,flood_irr,buffer,fenced,flo_buff_fence,alternative,4.03471,1.53226247,1.078359196,0.315328816,0.315328816,2.420409906,0.630657632,2.610621666
4742,sprinkler_irr,buff_none,no_fence,spr,alternative,4.03471,3.526880448,1.906432324,0.720435716,0.779223271,6.17171828,1.499658987,5.433312772
4742,sprinkler_irr,buff_none,fenced,spr_fence,alternative,4.03471,3.35893376,1.815649832,0.686129254,0.742117401,5.877826934,1.428246655,5.174583592
4742,sprinkler_irr,buffer,no_fence,spr_buff,alternative,4.03471,3.3912312,1.76260385,0.69272665,0.69272665,5.9343445,1.3854533,5.15383505
4742,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,4.03471,3.229744,1.678670333,0.659739667,0.659739667,5.651756667,1.319479334,4.908414333
4743,flood_irr,buff_none,no_fence,flo,current condition,7.83046,4.254711847,5.183969515,0.479369995,0.518486586,3.321830519,0.997856581,9.438681362
4743,flood_irr,buff_none,fenced,flo_fence,alternative,7.83046,0.540280869,1.097136405,0.101453967,0.109732611,0.703032914,0.211186578,1.637417274
4743,flood_irr,buffer,no_fence,flo_buff,alternative,7.83046,0.545475878,1.065082494,0.102429486,0.102429486,0.709792846,0.204858972,1.610558372
4743,flood_irr,buffer,fenced,flo_buff_fence,alternative,7.83046,0.519500836,1.01436428,0.097551891,0.097551891,0.675993186,0.195103782,1.533865116
4743,sprinkler_irr,buff_none,no_fence,spr,alternative,7.83046,1.177874006,1.837730498,0.22359337,0.241838589,1.746571736,0.465431959,3.015604504
4743,sprinkler_irr,buff_none,fenced,spr_fence,alternative,7.83046,1.121784768,1.750219522,0.212946066,0.230322465,1.663401654,0.443268531,2.87200429
4743,sprinkler_irr,buffer,no_fence,spr_buff,alternative,7.83046,1.13257116,1.69908515,0.214993625,0.214993625,1.6793959,0.42998725,2.83165631
4743,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,7.83046,5.452616356,1.618176333,0.204755833,0.204755833,1.599424667,0.409511666,7.070792689
4744,flood_irr,buff_none,no_fence,flo,current condition,4.86985,10.14892495,4.630171159,1.112213259,1.202969861,9.512833812,2.31518312,14.77909611
4744,flood_irr,buff_none,fenced,flo_fence,alternative,4.86985,1.288752375,0.979930404,0.235389049,0.254596796,2.013298161,0.489985845,2.268682779
4744,flood_irr,buffer,no_fence,flo_buff,alternative,4.86985,1.301144225,0.951300781,0.237652406,0.237652406,2.032656797,0.475304812,2.252445006
4744,flood_irr,buffer,fenced,flo_buff_fence,alternative,4.86985,1.239184976,0.906000744,0.226335624,0.226335624,1.935863616,0.452671248,2.14518572
4744,sprinkler_irr,buff_none,no_fence,spr,alternative,4.86985,3.472924728,1.699051477,0.681964556,0.737612864,6.15301232,1.41957742,5.171976205
4744,sprinkler_irr,buff_none,fenced,spr_fence,alternative,4.86985,3.30754736,1.618144264,0.649490054,0.702488442,5.860011734,1.351978496,4.925691624
4744,sprinkler_irr,buffer,no_fence,spr_buff,alternative,4.86985,3.3393507,1.5708686,0.65573515,0.65573515,5.916358,1.3114703,4.9102193
4744,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,4.86985,3.180334,1.496065333,0.624509667,0.624509667,5.634626667,1.249019334,4.676399333
4746,flood_irr,buff_none,no_fence,flo,current condition,2.92854,13.25671888,4.736945169,1.488659378,1.610133983,12.86742856,3.098793361,17.99366405
4746,flood_irr,buff_none,fenced,flo_fence,alternative,2.92854,1.683392874,1.002528078,0.315060186,0.340769097,2.723265303,0.655829283,2.685920952
4746,flood_irr,buffer,no_fence,flo_buff,alternative,2.92854,1.699579344,0.973238242,0.318089611,0.318089611,2.749450547,0.636179222,2.672817586
4746,flood_irr,buffer,fenced,flo_buff_fence,alternative,2.92854,1.618646994,0.926893564,0.302942486,0.302942486,2.61852433,0.605884972,2.545540558
4746,sprinkler_irr,buff_none,no_fence,spr,alternative,2.92854,4.642633632,1.714916171,0.93911818,1.015750223,8.42456888,1.954868403,6.357549803
4746,sprinkler_irr,buff_none,fenced,spr_fence,alternative,2.92854,4.42155584,1.633253496,0.894398266,0.967381165,8.023398934,1.861779431,6.054809336
4746,sprinkler_irr,buffer,no_fence,spr_buff,alternative,2.92854,4.4640708,1.5855364,0.90299825,0.90299825,8.100547,1.8059965,6.0496072
4746,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,2.92854,4.251496,1.510034667,0.859998333,0.859998333,7.714806667,1.719996666,5.761530667
4748,flood_irr,buff_none,no_fence,flo,current condition,9.0328,29.0755778,4.987845318,3.667631441,3.966910167,30.7977941,7.634541608,34.06342312
4748,flood_irr,buff_none,fenced,flo_fence,alternative,9.0328,3.692136864,1.055628638,0.776218294,0.839557707,6.518051661,1.615776001,4.747765502
4748,flood_irr,buffer,no_fence,flo_buff,alternative,9.0328,3.72763818,1.024787417,0.783681932,0.783681932,6.580725235,1.567363864,4.752425597
4748,flood_irr,buffer,fenced,flo_buff_fence,alternative,9.0328,3.5501316,0.975988016,0.746363745,0.746363745,6.267357366,1.49272749,4.526119616
4748,sprinkler_irr,buff_none,no_fence,spr,alternative,9.0328,9.243421824,1.82698053,1.956817772,2.116494103,17.43360892,4.073311875,11.07040235
4748,sprinkler_irr,buff_none,fenced,spr_fence,alternative,9.0328,8.80325888,1.739981457,1.863635974,2.015708669,16.60343706,3.879344643,10.54324034
4748,sprinkler_irr,buffer,no_fence,spr_buff,alternative,9.0328,8.8879056,1.6891462,1.88155555,1.88155555,16.7630855,3.7631111,10.5770518
4748,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,9.0328,8.464672,1.608710667,1.791957667,1.791957667,15.96484333,3.583915334,10.07338267
4750,flood_irr,buff_none,no_fence,flo,current condition,3.69711,62.82050475,5.341762757,8.522600823,9.21804505,69.88195436,17.74064587,68.16226751
4750,flood_irr,buff_none,fenced,flo_fence,alternative,3.69711,7.977206952,1.1305318,1.803725041,1.950909005,14.78983161,3.754634046,9.107738752
4750,flood_irr,buffer,no_fence,flo_buff,alternative,3.69711,8.053910865,1.09750221,1.821068551,1.821068551,14.93204153,3.642137102,9.151413075
4750,flood_irr,buffer,fenced,flo_buff_fence,alternative,3.69711,7.6703913,1.0452402,1.734351001,1.734351001,14.22099194,3.468702002,8.7156315
4750,sprinkler_irr,buff_none,no_fence,spr,alternative,3.69711,17.12107706,1.884945637,3.64672672,3.94429962,32.96280624,7.59102634,19.0060227
4750,sprinkler_irr,buff_none,fenced,spr_fence,alternative,3.69711,16.30578768,1.795186321,3.473073066,3.756475829,31.3931488,7.229548895,18.100974
4750,sprinkler_irr,buffer,no_fence,spr_buff,alternative,3.69711,16.4625741,1.7427382,3.506468,3.506468,31.695006,7.012936,18.2053123
4750,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,3.69711,15.678642,1.659750667,3.339493333,3.339493333,30.18572,6.678986666,17.33839267
4752,flood_irr,buff_none,no_fence,flo,current condition,5.01739,38.33568681,5.440332495,5.02806196,5.438351816,41.33066727,10.46641378,43.77601931
4752,flood_irr,buff_none,fenced,flo_fence,alternative,5.01739,4.868023722,1.151393121,1.064140098,1.15097393,8.747231168,2.215114028,6.019416843
4752,flood_irr,buffer,no_fence,flo_buff,alternative,5.01739,4.914831642,1.117754047,1.074372214,1.074372214,8.83133916,2.148744428,6.032585689
4752,flood_irr,buffer,fenced,flo_buff_fence,alternative,5.01739,4.68079204,1.064527664,1.023211632,1.023211632,8.4107992,2.046423264,5.745319704
4752,sprinkler_irr,buff_none,no_fence,spr,alternative,5.01739,12.00713842,1.92448093,2.5036011,2.70789495,22.9497996,5.21149605,13.93161935
4752,sprinkler_irr,buff_none,fenced,spr_fence,alternative,5.01739,11.43536992,1.832838981,2.384382,2.578947571,21.856952,4.963329571,13.2682089
4752,sprinkler_irr,buffer,no_fence,spr_buff,alternative,5.01739,11.5453254,1.7792908,2.40730875,2.40730875,22.067115,4.8146175,13.3246162
4752,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,5.01739,10.995548,1.694562667,2.292675,2.292675,21.0163,4.58535,12.69011067
4753,flood_irr,buff_none,no_fence,flo,current condition,9.84271,66.66238805,6.350310342,8.87964611,9.604225233,74.35470763,18.48387134,73.01269839
4753,flood_irr,buff_none,fenced,flo_fence,alternative,9.84271,8.465065149,1.343981024,1.879290182,2.03264026,15.73644606,3.911930442,9.809046173
4753,flood_irr,buffer,no_fence,flo_buff,alternative,9.84271,8.546460006,1.304715307,1.89736028,1.89736028,15.88775804,3.79472056,9.851175313
4753,flood_irr,buffer,fenced,flo_buff_fence,alternative,9.84271,8.13948572,1.242586006,1.80700979,1.80700979,15.13119814,3.61401958,9.382071726
4753,sprinkler_irr,buff_none,no_fence,spr,alternative,9.84271,18.80952091,2.158725529,3.99245028,4.318234223,36.4810628,8.310684503,20.96824644
4753,sprinkler_irr,buff_none,fenced,spr_fence,alternative,9.84271,17.91382944,2.055929075,3.8023336,4.112604022,34.74386934,7.914937622,19.96975852
4753,sprinkler_irr,buffer,no_fence,spr_buff,alternative,9.84271,18.0860778,1.9958631,3.8388945,3.8388945,35.077945,7.677789,20.0819409
4753,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,9.84271,17.224836,1.900822,3.65609,3.65609,33.40756667,7.31218,19.125658
4754,flood_irr,buff_none,no_fence,flo,current condition,6.72943,25.78797323,6.157115331,3.361854368,3.636181685,27.20066977,6.998036053,31.94508856
4754,flood_irr,buff_none,fenced,flo_fence,alternative,6.72943,3.274663267,1.303093191,0.71150357,0.769562262,5.756755507,1.481065832,4.577756458
4754,flood_irr,buffer,no_fence,flo_buff,alternative,6.72943,3.306150414,1.265022052,0.718344951,0.718344951,5.812108925,1.436689902,4.571172466
4754,flood_irr,buffer,fenced,flo_buff_fence,alternative,6.72943,3.14871468,1.204782906,0.684138048,0.684138048,5.535341834,1.368276096,4.353497586
4754,sprinkler_irr,buff_none,no_fence,spr,alternative,6.72943,7.1411886,2.047257023,1.49107504,1.612746763,13.270348,3.103821803,9.188445623
4754,sprinkler_irr,buff_none,fenced,spr_fence,alternative,6.72943,6.801132,1.949768593,1.420071466,1.535949298,12.63842666,2.956020764,8.750900593
4754,sprinkler_irr,buffer,no_fence,spr_buff,alternative,6.72943,6.8665275,1.8928042,1.433726,1.433726,12.75995,2.867452,8.7593317
4754,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,6.72943,6.53955,1.802670667,1.365453333,1.365453333,12.15233333,2.730906666,8.342220667
4755,flood_irr,buff_none,no_fence,flo,current condition,1.86303,66.41890852,6.827528813,8.885418426,9.610468569,74.32831257,18.495887,73.24643733
4755,flood_irr,buff_none,fenced,flo_fence,alternative,1.86303,8.434147114,1.444979643,1.880511836,2.033961602,15.73085981,3.914473438,9.879126757
4755,flood_irr,buffer,no_fence,flo_buff,alternative,1.86303,8.515244682,1.402763152,1.89859368,1.89859368,15.88211807,3.79718736,9.918007834
4755,flood_irr,buffer,fenced,flo_buff_fence,alternative,1.86303,8.10975684,1.335964906,1.808184457,1.808184457,15.12582674,3.616368914,9.445721746
4755,sprinkler_irr,buff_none,no_fence,spr,alternative,1.86303,17.04880632,2.23468965,3.67054324,3.970059568,32.9357574,7.640602808,19.28349597
4755,sprinkler_irr,buff_none,fenced,spr_fence,alternative,1.86303,16.2369584,2.128275857,3.495755466,3.781009112,31.367388,7.276764578,18.36523426
4755,sprinkler_irr,buffer,no_fence,spr_buff,alternative,1.86303,16.393083,2.0660962,3.5293685,3.5293685,31.6689975,7.058737,18.4591792
4755,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,1.86303,15.61246,1.967710667,3.361303333,3.361303333,30.16095,6.722606666,17.58017067
4756,flood_irr,buff_none,no_fence,flo,current condition,1.13313,16.81157256,5.722212382,2.149441175,2.324835574,16.77646853,4.474276749,22.53378494
4756,flood_irr,buff_none,fenced,flo_fence,alternative,1.13313,2.134802864,1.21105024,0.454908185,0.492028693,3.55057535,0.946936878,3.345853104
4756,flood_irr,buffer,no_fence,flo_buff,alternative,1.13313,2.155329815,1.175668225,0.459282302,0.459282302,3.584715498,0.918564604,3.33099804
4756,flood_irr,buffer,fenced,flo_buff_fence,alternative,1.13313,2.052695062,1.119684024,0.437411716,0.437411716,3.41401476,0.874823432,3.172379086
4756,sprinkler_irr,buff_none,no_fence,spr,alternative,1.13313,4.425375864,1.948633057,0.912559648,0.987024515,7.92492064,1.899584163,6.374008921
4756,sprinkler_irr,buff_none,fenced,spr_fence,alternative,1.13313,4.21464368,1.855841007,0.869104426,0.940023348,7.547543466,1.809127774,6.070484687
4756,sprinkler_irr,buffer,no_fence,spr_buff,alternative,1.13313,4.2551691,1.8016208,0.8774612,0.8774612,7.620116,1.7549224,6.0567899
4756,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,1.13313,4.052542,1.715829333,0.835677333,0.835677333,7.257253333,1.671354666,5.768371333
4757,flood_irr,buff_none,no_fence,flo,current condition,17.005,12.80173185,7.648829075,1.640236672,1.774079985,12.16571082,3.414316657,20.45056092
4757,flood_irr,buff_none,fenced,flo_fence,alternative,17.005,1.625616743,1.618799804,0.347140036,0.375466663,2.574753611,0.722606699,3.244416547
4757,flood_irr,buffer,no_fence,flo_buff,alternative,17.005,1.641247673,1.571504987,0.350477921,0.350477921,2.599510858,0.700955842,3.21275266
4757,flood_irr,buffer,fenced,flo_buff_fence,alternative,17.005,1.563093022,1.496671416,0.333788497,0.333788497,2.475724626,0.667576994,3.059764438
4757,sprinkler_irr,buff_none,no_fence,spr,alternative,17.005,2.545853856,2.2961818,0.523249636,0.565946806,4.28116416,1.089196442,4.842035656
4757,sprinkler_irr,buff_none,fenced,spr_fence,alternative,17.005,2.42462272,2.18683981,0.498332986,0.538996958,4.0772992,1.037329944,4.61146253
4757,sprinkler_irr,buffer,no_fence,spr_buff,alternative,17.005,2.4479364,2.12294915,0.50312465,0.50312465,4.116504,1.0062493,4.57088555
4757,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,17.005,2.331368,2.021856333,0.479166333,0.479166333,3.92048,0.958332666,4.353224333
4758,flood_irr,buff_none,no_fence,flo,current condition,5.08488,23.07997332,7.813966243,3.052497259,3.301581035,24.01172243,6.354078294,30.89393956
4758,flood_irr,buff_none,fenced,flo_fence,alternative,5.08488,2.930790262,1.653749469,0.646031166,0.698747309,5.081846016,1.344778475,4.584539731
4758,flood_irr,buffer,no_fence,flo_buff,alternative,5.08488,2.958970938,1.605433564,0.652243004,0.652243004,5.13070992,1.304486008,4.564404502
4758,flood_irr,buffer,fenced,flo_buff_fence,alternative,5.08488,2.81806756,1.528984346,0.621183813,0.621183813,4.8863904,1.242367626,4.347051906
4758,sprinkler_irr,buff_none,no_fence,spr,alternative,5.08488,4.703951616,2.366133253,0.98491848,1.065287828,8.52667088,2.050206308,7.070084869
4758,sprinkler_irr,buff_none,fenced,spr_fence,alternative,5.08488,4.47995392,2.253460241,0.9380176,1.014559836,8.120638934,1.952577436,6.733414161
4758,sprinkler_irr,buffer,no_fence,spr_buff,alternative,5.08488,4.5230304,2.1876232,0.947037,0.947037,8.198722,1.894074,6.7106536
4758,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,5.08488,4.307648,2.083450667,0.90194,0.90194,7.808306667,1.80388,6.391098667
4759,flood_irr,buff_none,no_fence,flo,current condition,7.16184,21.81742716,7.747114462,2.888817043,3.124544513,22.4461063,6.013361556,29.56454162
4759,flood_irr,buff_none,fenced,flo_fence,alternative,7.16184,2.770466941,1.639600944,0.611389851,0.661279263,4.750498688,1.272669114,4.410067885
4759,flood_irr,buffer,no_fence,flo_buff,alternative,7.16184,2.797106046,1.591698402,0.617268599,0.617268599,4.79617656,1.234537198,4.388804448
4759,flood_irr,buffer,fenced,flo_buff_fence,alternative,7.16184,2.66391052,1.51590324,0.587874856,0.587874856,4.5677872,1.175749712,4.17981376
4759,sprinkler_irr,buff_none,no_fence,spr,alternative,7.16184,4.436793816,2.369280601,0.931014812,1.006985621,7.96640208,1.938000433,6.806074417
4759,sprinkler_irr,buff_none,fenced,spr_fence,alternative,7.16184,4.22551792,2.256457715,0.886680774,0.959033925,7.5870496,1.845714699,6.481975635
4759,sprinkler_irr,buffer,no_fence,spr_buff,alternative,7.16184,4.2661479,2.1905331,0.89520655,0.89520655,7.660002,1.7904131,6.456681
4759,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,7.16184,4.062998,2.086222,0.852577667,0.852577667,7.29524,1.705155334,6.14922
4760,flood_irr,buff_none,no_fence,flo,current condition,5.56836,18.19704503,7.36504622,2.405161507,2.601422686,18.22440405,5.006584193,25.56209125
4760,flood_irr,buff_none,fenced,flo_fence,alternative,5.56836,2.310735877,1.55873994,0.50902889,0.550565647,3.857016731,1.059594537,3.869475817
4760,flood_irr,buffer,no_fence,flo_buff,alternative,5.56836,2.332954491,1.513199831,0.513923399,0.513923399,3.89410343,1.027846798,3.846154322
4760,flood_irr,buffer,fenced,flo_buff_fence,alternative,5.56836,2.22186142,1.441142696,0.489450856,0.489450856,3.708669934,0.978901712,3.663004116
4760,sprinkler_irr,buff_none,no_fence,spr,alternative,5.56836,3.759769104,2.26155151,0.787595536,0.851863331,6.59292088,1.639458867,6.021320614
4760,sprinkler_irr,buff_none,fenced,spr_fence,alternative,5.56836,3.58073248,2.153858581,0.750090986,0.811298411,6.278972266,1.561389397,5.734591061
4760,sprinkler_irr,buffer,no_fence,spr_buff,alternative,5.56836,3.6151626,2.0909315,0.7573034,0.7573034,6.339347,1.5146068,5.7060941
4760,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,5.56836,3.443012,1.991363333,0.721241333,0.721241333,6.037473333,1.442482666,5.434375333
4762,flood_irr,buff_none,no_fence,flo,current condition,53.2897,25.6595383,8.947703248,3.366844664,3.641579189,26.13361531,7.008423853,34.60724155
4762,flood_irr,buff_none,fenced,flo_fence,alternative,53.2897,3.25835407,1.893693809,0.712559718,0.770704591,5.530923875,1.483264309,5.152047879
4762,flood_irr,buffer,no_fence,flo_buff,alternative,53.2897,3.289684398,1.838367695,0.719411253,0.719411253,5.584105835,1.438822506,5.128052093
