fieldID,irrigation,buffer,fence,treatment,scenario_type,area,OrganicN,NO3,OrganicP,SolubleP,Sediment,TotalP,TotalN,sed_norm,P_norm,N_norm
4861,sprinkler_irr,buffer,no_fence,spr_buff,alternative,13.7168,2.7837117,2.25040165,0.58020655,0.58020655,4.722466,1.1604131,5.03411335,0.344283361,0.084597946,0.367003481
4861,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,13.7168,2.651154,2.143239667,0.552577667,0.552577667,4.497586667,1.105155334,4.794393667,0.327888915,0.080569472,0.349527125
4870,flood_irr,buff_none,no_fence,flo,current condition,13.6396,58.62439133,5.946529307,7.781777187,8.416770206,65.1247619,16.19854739,64.57092064,4.774682681,1.187611615,4.734077293
4870,flood_irr,buff_none,fenced,flo_fence,alternative,13.6396,7.444367154,1.258524721,1.646936971,1.781327028,13.78301839,3.428263999,8.702891875,1.010514853,0.251346374,0.638060638
4870,flood_irr,buffer,no_fence,flo_buff,alternative,13.6396,7.515947607,1.221755693,1.662772904,1.662772904,13.91554742,3.325545808,8.7377033,1.020231343,0.243815494,0.64061287
4870,flood_irr,buffer,fenced,flo_buff_fence,alternative,13.6396,7.15804534,1.16357685,1.583593242,1.583593242,13.2529023,3.167186484,8.32162219,0.971648897,0.232205232,0.610107495
4870,sprinkler_irr,buff_none,no_fence,spr,alternative,13.6396,16.8128011,2.034111527,3.530953972,3.819079816,32.54338724,7.350033788,18.84691263,2.385948799,0.538874585,1.381778984
4870,sprinkler_irr,buff_none,fenced,spr_fence,alternative,13.6396,16.01219152,1.937249073,3.362813306,3.637218872,30.99370214,7.000032178,17.94944059,2.27233219,0.51321389,1.315979984
4870,sprinkler_irr,buffer,no_fence,spr_buff,alternative,13.6396,16.1661549,1.88065045,3.39514805,3.39514805,31.2917185,6.7902961,18.04680535,2.294181538,0.497836894,1.323118372
4870,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,13.6396,15.396338,1.791095667,3.233474333,3.233474333,29.80163667,6.466948666,17.18743367,2.184934798,0.474130375,1.260112736
4710,drip_irr,buff_none,no_fence,drip,alternative,12.8356,1.697073487,1.46417544,0.336736182,0.364213854,2.716879984,0.700950036,3.161248927,0.211667548,0.054609838,0.246287585
4710,drip_irr,buff_none,fenced,drip_fence,alternative,12.8356,1.616260464,1.3944528,0.320701126,0.346870338,2.587504746,0.667571464,3.010713264,0.201588141,0.05200937,0.234559605
4710,drip_irr,buffer,no_fence,drip_buff,alternative,12.8356,1.63180143,1.3537125,0.32378479,0.32378479,2.6123846,0.64756958,2.98551393,0.203526489,0.050451056,0.232596367
4710,drip_irr,buffer,fenced,drip_buff_fence,alternative,12.8356,1.5540966,1.28925,0.308366467,0.308366467,2.487985333,0.616732934,2.8433466,0.193834751,0.048048625,0.22152035
4710,flood_irr,buff_none,no_fence,flo,current condition,12.8356,14.2524541,7.098417419,1.820241402,1.968773101,13.81208426,3.789014503,21.35087152,1.076076246,0.295195745,1.663410477
4710,flood_irr,buff_none,fenced,flo_fence,alternative,12.8356,1.809835441,1.502310565,0.385236275,0.416671555,2.923192435,0.80190783,3.312146006,0.227741004,0.06247529,0.258043723
4710,flood_irr,buffer,no_fence,flo_buff,alternative,12.8356,1.827237705,1.458419095,0.38894047,0.38894047,2.951300054,0.77788094,3.2856568,0.229930822,0.060603395,0.255979993
4710,flood_irr,buffer,fenced,flo_buff_fence,alternative,12.8356,1.740226386,1.388970566,0.370419495,0.370419495,2.810761956,0.74083899,3.129196952,0.218981735,0.057717519,0.24379047
4710,sprinkler_irr,buff_none,no_fence,spr,alternative,12.8356,2.972550672,2.263263737,0.610850968,0.660696407,5.09417636,1.271547375,5.235814409,0.396878709,0.099064117,0.407913491
4710,sprinkler_irr,buff_none,fenced,spr_fence,alternative,12.8356,2.83100064,2.155489274,0.581762826,0.629234673,4.851596534,1.210997499,4.986489914,0.377979723,0.094346778,0.388489039
4710,sprinkler_irr,buffer,no_fence,spr_buff,alternative,12.8356,2.8582218,2.09251455,0.5873567,0.5873567,4.8982465,1.1747134,4.95073635,0.381614143,0.091519945,0.385703539
4710,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,12.8356,2.722116,1.992871,0.559387333,0.559387333,4.664996667,1.118774666,4.714987,0.363442041,0.087161852,0.367336704
4807,flood_irr,buff_none,no_fence,flo,current condition,12.6991,26.98456679,5.500285105,3.539914739,3.828771782,27.96770389,7.368686521,32.4848519,2.20233748,0.580252657,2.558043633
4807,flood_irr,buff_none,fenced,flo_fence,alternative,12.6991,3.426611656,1.164081503,0.749188305,0.81032207,5.919090771,1.559510375,4.590693159,0.46610317,0.122804795,0.36149752
4807,flood_irr,buffer,no_fence,flo_buff,alternative,12.6991,3.459559845,1.130071726,0.756392038,0.756392038,5.976005105,1.512784076,4.589631571,0.470584932,0.119125298,0.361413925
4807,flood_irr,buffer,fenced,flo_buff_fence,alternative,12.6991,3.2948189,1.076258786,0.72037337,0.72037337,5.691433434,1.44074674,4.371077686,0.448176125,0.113452665,0.344203738
4807,sprinkler_irr,buff_none,no_fence,spr,alternative,12.6991,7.332786552,1.822161461,1.548839656,1.675224972,13.44503524,3.224064628,9.154948013,1.058739221,0.253881348,0.720913137
4807,sprinkler_irr,buff_none,fenced,spr_fence,alternative,12.6991,6.98360624,1.735391867,1.475085386,1.595452354,12.80479546,3.07053774,8.718998107,1.008323067,0.24179176,0.68658394
4807,sprinkler_irr,buffer,no_fence,spr_buff,alternative,12.6991,7.0507563,1.6846907,1.4892689,1.4892689,12.9279185,2.9785378,8.735447,1.018018482,0.234547157,0.68787922
4807,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,12.6991,6.715006,1.604467333,1.418351333,1.418351333,12.31230333,2.836702666,8.319473333,0.969541411,0.223378245,0.655123066
4813,flood_irr,buff_none,no_fence,flo,current condition,11.5233,12.24824357,5.890052712,1.534072011,1.659252287,11.44617904,3.193324298,18.13829628,0.993307389,0.277118907,1.574053985
4813,flood_irr,buff_none,fenced,flo_fence,alternative,11.5233,1.555332517,1.246572003,0.324671326,0.351164506,2.422471754,0.675835832,2.80190452,0.210223786,0.058649504,0.243151226
4813,flood_irr,buffer,no_fence,flo_buff,alternative,11.5233,1.570287638,1.210152185,0.327793165,0.327793165,2.445764752,0.65558633,2.780439823,0.212245169,0.056892238,0.241288504
4813,flood_irr,buffer,fenced,flo_buff_fence,alternative,11.5233,1.495512036,1.15252589,0.312183967,0.312183967,2.329299764,0.624367934,2.648037926,0.202138256,0.054183084,0.229798576
4813,sprinkler_irr,buff_none,no_fence,spr,alternative,11.5233,2.982551208,1.897438874,0.609723296,0.659476717,5.07924872,1.269200013,4.879990082,0.440780742,0.110142061,0.423488938
4813,sprinkler_irr,buff_none,fenced,spr_fence,alternative,11.5233,2.84052496,1.807084642,0.580688854,0.628073064,4.837379734,1.208761918,4.647609602,0.419791183,0.104897201,0.403322798
4813,sprinkler_irr,buffer,no_fence,spr_buff,alternative,11.5233,2.8678377,1.7542889,0.5862724,0.5862724,4.883893,1.1725448,4.6221266,0.423827636,0.101754254,0.401111366
4813,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,11.5233,2.731274,1.670751333,0.558354667,0.558354667,4.651326667,1.116709334,4.402025333,0.403645368,0.096908814,0.382010824
4806,flood_irr,buff_none,no_fence,flo,current condition,11.3755,8.659356746,4.91621789,1.070855499,1.158237307,7.730531074,2.229092806,13.57557464,0.679577256,0.195955589,1.193404654
4806,flood_irr,buff_none,fenced,flo_fence,alternative,11.3755,1.099600857,1.040469395,0.226636085,0.245129589,1.636091232,0.471765674,2.140070252,0.143825874,0.041472082,0.188129775
4806,flood_irr,buffer,no_fence,flo_buff,alternative,11.3755,1.110173942,1.010071066,0.228815278,0.228815278,1.651822879,0.457630556,2.120245008,0.145208815,0.040229489,0.186386973
4806,flood_irr,buffer,fenced,flo_buff_fence,alternative,11.3755,1.057308516,0.961972444,0.217919312,0.217919312,1.573164646,0.435838624,2.01928096,0.13829411,0.038313799,0.177511403
4806,sprinkler_irr,buff_none,no_fence,spr,alternative,11.3755,2.30014512,1.770491807,0.461752928,0.499431967,3.75770668,0.961184895,4.070636927,0.33033332,0.084496057,0.357842462
4806,sprinkler_irr,buff_none,fenced,spr_fence,alternative,11.3755,2.1906144,1.686182673,0.439764694,0.475649493,3.578768266,0.915414187,3.876797073,0.314603162,0.080472435,0.340802345
4806,sprinkler_irr,buffer,no_fence,spr_buff,alternative,11.3755,2.211678,1.6369192,0.4439932,0.4439932,3.6131795,0.8879864,3.8485972,0.317628192,0.078061307,0.338323344
4806,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,11.3755,2.10636,1.558970667,0.422850667,0.422850667,3.441123333,0.845701334,3.665330667,0.30250304,0.074344102,0.322212709
4832,flood_irr,buff_none,no_fence,flo,current condition,10.9837,15.69425006,8.984151284,2.056039557,2.223812385,15.36667264,4.279851942,24.67840134,1.399043368,0.389654847,2.24682041
4832,flood_irr,buff_none,fenced,flo_fence,alternative,10.9837,1.992920642,1.90140768,0.435140647,0.470648124,3.25220585,0.905788771,3.894328322,0.296093835,0.082466634,0.354555234
4832,flood_irr,buffer,no_fence,flo_buff,alternative,10.9837,2.01208334,1.845856198,0.439324692,0.439324692,3.283477061,0.878649384,3.857939538,0.298940891,0.079995756,0.351242253
4832,flood_irr,buffer,fenced,flo_buff_fence,alternative,10.9837,1.916269848,1.757958284,0.418404469,0.418404469,3.12712101,0.836808938,3.674228132,0.28470561,0.076186434,0.334516432
4832,sprinkler_irr,buff_none,no_fence,spr,alternative,10.9837,2.741533704,2.471073871,0.5686772,0.61508126,4.65139584,1.18375846,5.212607575,0.42348169,0.107774107,0.474576652
4832,sprinkler_irr,buff_none,fenced,spr_fence,alternative,10.9837,2.61098448,2.353403686,0.541597334,0.585791676,4.4299008,1.12738901,4.964388166,0.403315895,0.102642007,0.451977764
4832,sprinkler_irr,buffer,no_fence,spr_buff,alternative,10.9837,2.6360901,2.2846467,0.546805,0.546805,4.472496,1.09361,4.9207368,0.407193933,0.099566631,0.448003569
4832,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,10.9837,2.510562,2.175854,0.520766667,0.520766667,4.25952,1.041533334,4.686416,0.387803746,0.094825362,0.426670066
4709,flood_irr,buff_none,no_fence,flo,current condition,10.8584,9.862368549,7.066032329,1.231829591,1.332346885,9.002734388,2.564176476,16.92840088,0.829103219,0.236146806,1.5590143
4709,flood_irr,buff_none,fenced,flo_fence,alternative,10.8584,1.25236426,1.495456577,0.260704675,0.281978177,1.905340611,0.542682852,2.747820837,0.175471581,0.04997816,0.25305946
4709,flood_irr,buffer,no_fence,flo_buff,alternative,10.8584,1.264406224,1.451765354,0.263211451,0.263211451,1.923661194,0.526422902,2.716171578,0.177158807,0.048480706,0.250144734
4709,flood_irr,buffer,fenced,flo_buff_fence,alternative,10.8584,1.204196404,1.38263367,0.250677572,0.250677572,1.83205828,0.501355144,2.586830074,0.168722674,0.046172101,0.23823308
4709,sprinkler_irr,buff_none,no_fence,spr,alternative,10.8584,2.094589879,2.226620265,0.426281856,0.461066455,3.445639288,0.887348311,4.321210144,0.317324771,0.081719987,0.397960118
4709,sprinkler_irr,buff_none,fenced,spr_fence,alternative,10.8584,1.994847504,2.120590728,0.40598272,0.43911091,3.281561226,0.84509363,4.115438232,0.302214067,0.077828559,0.379009636
4709,sprinkler_irr,buffer,no_fence,spr_buff,alternative,10.8584,2.01402873,2.0586356,0.4098864,0.4098864,3.3131147,0.8197728,4.07266433,0.305119972,0.075496648,0.375070391
4709,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,10.8584,1.9181226,1.960605333,0.390368,0.390368,3.155347333,0.780736,3.878727933,0.290590449,0.071901569,0.357209896
4964,flood_irr,buff_none,no_fence,flo,current condition,10.7112,17.77398796,7.095971267,2.301259826,2.489042628,17.67743392,4.790302454,24.86995923,1.650369139,0.447223696,2.321864892
4964,flood_irr,buff_none,fenced,flo_fence,alternative,10.7112,2.257014344,1.501792861,0.487039116,0.526781508,3.741255856,1.013820624,3.758807205,0.349284474,0.094650518,0.350923072
4964,flood_irr,buffer,no_fence,flo_buff,alternative,10.7112,2.278716405,1.457916516,0.491722185,0.491722185,3.77722947,0.98344437,3.736632921,0.352642978,0.091814584,0.348852876
4964,flood_irr,buffer,fenced,flo_buff_fence,alternative,10.7112,2.1702061,1.38849192,0.468306843,0.468306843,3.5973614,0.936613686,3.55869802,0.335850456,0.087442461,0.332240834
4964,sprinkler_irr,buff_none,no_fence,spr,alternative,10.7112,3.715187112,2.250172376,0.768674816,0.831398681,6.50038844,1.600073497,5.965359488,0.606877702,0.149383215,0.556927281
4964,sprinkler_irr,buff_none,fenced,spr_fence,alternative,10.7112,3.53827344,2.14302131,0.732071254,0.791808268,6.190846134,1.523879522,5.68129475,0.577978764,0.142269729,0.530406934
4964,sprinkler_irr,buffer,no_fence,spr_buff,alternative,10.7112,3.5722953,2.08041085,0.7391104,0.7391104,6.2503735,1.4782208,5.65270615,0.583536252,0.138007021,0.527737896
4964,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,10.7112,3.402186,1.981343667,0.703914667,0.703914667,5.952736667,1.407829334,5.383529667,0.555748811,0.131435258,0.50260752
4811,flood_irr,buff_none,no_fence,flo,current condition,10.6712,25.18831814,5.733967403,3.262264108,3.528464859,25.86698314,6.790728967,30.92228554,2.42399947,0.636360387,2.897732733
4811,flood_irr,buff_none,fenced,flo_fence,alternative,10.6712,3.198516589,1.213538074,0.690426266,0.74676505,5.474493787,1.437191316,4.412054663,0.513015761,0.134679447,0.413454407
4811,flood_irr,buffer,no_fence,flo_buff,alternative,10.6712,3.229271556,1.178083375,0.69706498,0.69706498,5.52713315,1.39412996,4.407354931,0.517948605,0.13064416,0.413013994
4811,flood_irr,buffer,fenced,flo_buff_fence,alternative,10.6712,3.07549672,1.121984166,0.66387141,0.66387141,5.263936334,1.32774282,4.197480886,0.493284385,0.12442301,0.393346661
4811,sprinkler_irr,buff_none,no_fence,spr,alternative,10.6712,6.687674448,1.872003806,1.393864836,1.507604207,12.20866556,2.901469043,8.559678254,1.144076164,0.271897166,0.802128932
4811,sprinkler_irr,buff_none,fenced,spr_fence,alternative,10.6712,6.36921376,1.782860768,1.32749032,1.43581353,11.62730054,2.76330385,8.152074528,1.089596347,0.258949682,0.763932316
4811,sprinkler_irr,buffer,no_fence,spr_buff,alternative,10.6712,6.4304562,1.73077275,1.34025465,1.34025465,11.7391015,2.6805093,8.16122895,1.100073235,0.251190991,0.764790178
4811,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,10.6712,6.124244,1.648355,1.276433,1.276433,11.18009667,2.552866,7.772599,1.047688795,0.239229515,0.728371598
4940,flood_irr,buff_none,no_fence,flo,current condition,10.6698,12.88726166,9.248869826,1.690315917,1.828245696,12.36642193,3.518561613,22.13613149,1.159011596,0.329768282,2.074652898
4940,flood_irr,buff_none,fenced,flo_fence,alternative,10.6698,1.636477671,1.957432767,0.357738818,0.386930306,2.617232155,0.744669124,3.593910438,0.24529346,0.069792229,0.33683016
4940,flood_irr,buffer,no_fence,flo_buff,alternative,10.6698,1.652213033,1.900244458,0.361178614,0.361178614,2.642397849,0.722357228,3.552457491,0.247652051,0.067701103,0.332945087
4940,flood_irr,buffer,fenced,flo_buff_fence,alternative,10.6698,1.573536222,1.809756626,0.343979633,0.343979633,2.51656938,0.687959266,3.383292848,0.235859096,0.064477241,0.317090559
4940,sprinkler_irr,buff_none,no_fence,spr,alternative,10.6698,2.332378776,2.48911339,0.48482434,0.524386006,3.8871742,1.009210346,4.821492166,0.364315564,0.094585685,0.45188215
4940,sprinkler_irr,buff_none,fenced,spr_fence,alternative,10.6698,2.22131312,2.370584181,0.461737466,0.499415244,3.702070666,0.96115271,4.591897301,0.346967203,0.090081605,0.430363953
4940,sprinkler_irr,buffer,no_fence,spr_buff,alternative,10.6698,2.2426719,2.30132525,0.46617725,0.46617725,3.7376675,0.9323545,4.54399715,0.350303426,0.087382566,0.425874632
4940,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,10.6698,2.135878,2.191738333,0.443978333,0.443978333,3.559683333,0.887956666,4.327616333,0.333622311,0.083221491,0.405594888
4814,flood_irr,buff_none,no_fence,flo,current condition,10.3475,20.07284692,10.2019725,2.642606591,2.858243289,20.28444556,5.50084988,30.27481942,1.960323321,0.531611489,2.925810043
4814,flood_irr,buff_none,fenced,flo_fence,alternative,10.3475,2.548932942,2.159147619,0.559281818,0.604919215,4.293004352,1.164201033,4.708080561,0.414883243,0.112510368,0.454996913
4814,flood_irr,buffer,no_fence,flo_buff,alternative,10.3475,2.573441913,2.096066014,0.564659528,0.564659528,4.33428324,1.129319056,4.669507927,0.418872504,0.109139314,0.451269188
4814,flood_irr,buffer,fenced,flo_buff_fence,alternative,10.3475,2.45089706,1.996253346,0.537770979,0.537770979,4.1278888,1.075541958,4.447150406,0.398926195,0.103942204,0.429780179
4814,sprinkler_irr,buff_none,no_fence,spr,alternative,10.3475,3.569647536,2.776788706,0.742043484,0.802594232,6.24353548,1.544637716,6.346436242,0.603385888,0.149276416,0.613330393
4814,sprinkler_irr,buff_none,fenced,spr_fence,alternative,10.3475,3.39966432,2.644560672,0.70670808,0.764375459,5.946224266,1.471083539,6.044224992,0.574653227,0.142168015,0.584124184
4814,sprinkler_irr,buffer,no_fence,spr_buff,alternative,10.3475,3.4323534,2.56729725,0.71350335,0.71350335,6.0033995,1.4270067,5.99965065,0.580178739,0.137908355,0.579816444
4814,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,10.3475,3.268908,2.445045,0.679527,0.679527,5.717523333,1.359054,5.713953,0.55255118,0.13134129,0.552206137
4808,flood_irr,buff_none,no_fence,flo,current condition,10.3308,39.90412472,6.006204856,5.272288296,5.702507021,42.88240233,10.97479532,45.91032958,4.15092755,1.06233741,4.444024623
4808,flood_irr,buff_none,fenced,flo_fence,alternative,10.3308,5.06719044,1.271154467,1.115828211,1.206879793,9.075640704,2.322708004,6.338344907,0.878503185,0.224833314,0.613538633
4808,flood_irr,buffer,no_fence,flo_buff,alternative,10.3308,5.115913425,1.234016448,1.126557329,1.126557329,9.16290648,2.253114658,6.349929873,0.886950331,0.218096823,0.614660033
4808,flood_irr,buffer,fenced,flo_buff_fence,alternative,10.3308,4.8722985,1.17525376,1.072911741,1.072911741,8.7265776,2.145823482,6.04755226,0.844714601,0.20771126,0.585390508
4808,sprinkler_irr,buff_none,no_fence,spr,alternative,10.3308,10.29967411,1.926476698,2.170616812,2.347739143,19.39069496,4.518355955,12.22615081,1.87697903,0.437367479,1.183466025
4808,sprinkler_irr,buff_none,fenced,spr_fence,alternative,10.3308,9.80921344,1.834739712,2.067254106,2.235942041,18.46732854,4.303196147,11.64395315,1.787599077,0.416540456,1.1271105
4808,sprinkler_irr,buffer,no_fence,spr_buff,alternative,10.3308,9.9035328,1.781136,2.08713155,2.08713155,18.644899,4.1742631,11.6846688,1.804787529,0.404060005,1.13105169
4808,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,10.3308,9.431936,1.69632,1.987744333,1.987744333,17.75704667,3.975488666,11.128256,1.718845266,0.384819052,1.077192086
4697,flood_irr,buff_none,no_fence,flo,current condition,10.1446,84.04805666,7.307375714,11.57435544,12.51882285,92.91769054,24.09317829,91.35543237,9.159325211,2.374975681,9.00532622
4697,flood_irr,buff_none,fenced,flo_fence,alternative,10.1446,10.6727691,1.546534543,2.449599035,2.649486317,19.66511969,5.099085352,12.21930364,1.938481526,0.502640356,1.204513105
4697,flood_irr,buffer,no_fence,flo_buff,alternative,10.1446,10.77539188,1.501351026,2.473152872,2.473152872,19.85420738,4.946305744,12.27674291,1.957120772,0.487580165,1.210175158
4697,flood_irr,buffer,fenced,flo_buff_fence,alternative,10.1446,10.26227798,1.42985812,2.355383688,2.355383688,18.90876894,4.710767376,11.6921361,1.863924545,0.464362062,1.152547769
4697,sprinkler_irr,buff_none,no_fence,spr,alternative,10.1446,17.65307981,2.192030102,3.77121836,4.078949779,33.3488792,7.850168139,19.84510991,3.287352799,0.773827272,1.956223992
4697,sprinkler_irr,buff_none,fenced,spr_fence,alternative,10.1446,16.81245696,2.087647717,3.591636534,3.884714075,31.76083734,7.476350609,18.90010468,3.13081219,0.736978354,1.863070469
4697,sprinkler_irr,buffer,no_fence,spr_buff,alternative,10.1446,16.9741152,2.02665505,3.6261715,3.6261715,32.06623,7.252343,19.00077025,3.160916152,0.714896891,1.872993538
4697,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,10.1446,16.165824,1.930147667,3.453496667,3.453496667,30.53926667,6.906993334,18.09597167,3.010396336,0.680854182,1.78380337
4960,flood_irr,buff_none,no_fence,flo,current condition,10.1207,5.287585933,9.094477866,0.647380385,0.700206625,4.37206295,1.34758701,14.3820638,0.43199215,0.133151562,1.421054255
4960,flood_irr,buff_none,fenced,flo_fence,alternative,10.1207,0.671439484,1.92475722,0.137011722,0.148191878,0.925304328,0.2852036,2.596196704,0.09142691,0.028180225,0.256523433
4960,flood_irr,buffer,no_fence,flo_buff,alternative,10.1207,0.677895632,1.868523559,0.138329142,0.138329142,0.934201485,0.276658284,2.546419191,0.092306015,0.027335884,0.251605046
4960,flood_irr,buffer,fenced,flo_buff_fence,alternative,10.1207,0.645614888,1.779546246,0.13174204,0.13174204,0.8897157,0.26348408,2.425161134,0.08791049,0.026034176,0.239623853
4960,sprinkler_irr,buff_none,no_fence,spr,alternative,10.1207,0.904433057,2.486230278,0.177016549,0.1914611,1.30881296,0.368477649,3.390663335,0.129320399,0.036408317,0.335022611
4960,sprinkler_irr,buff_none,fenced,spr_fence,alternative,10.1207,0.861364816,2.36783836,0.16858719,0.182343904,1.246488534,0.350931094,3.229203176,0.123162285,0.034674587,0.319069153
4960,sprinkler_irr,buffer,no_fence,spr_buff,alternative,10.1207,0.86964717,2.29865965,0.17020822,0.17020822,1.258474,0.34041644,3.16830682,0.124346537,0.033635662,0.313052143
4960,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,10.1207,0.8282354,2.189199667,0.162103067,0.162103067,1.198546667,0.324206134,3.017435067,0.118425274,0.032033963,0.298144898
4753,flood_irr,buff_none,no_fence,flo,current condition,9.84271,66.66238805,6.350310342,8.87964611,9.604225233,74.35470763,18.48387134,73.01269839,7.554292225,1.877925017,7.417946723
4753,flood_irr,buff_none,fenced,flo_fence,alternative,9.84271,8.465065149,1.343981024,1.879290182,2.03264026,15.73644606,3.911930442,9.809046173,1.598792005,0.397444448,0.996579821
4753,flood_irr,buffer,no_fence,flo_buff,alternative,9.84271,8.546460006,1.304715307,1.89736028,1.89736028,15.88775804,3.79472056,9.851175313,1.614165005,0.385536154,1.000860059
4753,flood_irr,buffer,fenced,flo_buff_fence,alternative,9.84271,8.13948572,1.242586006,1.80700979,1.80700979,15.13119814,3.61401958,9.382071726,1.537300006,0.36717729,0.953200056
4753,sprinkler_irr,buff_none,no_fence,spr,alternative,9.84271,18.80952091,2.158725529,3.99245028,4.318234223,36.4810628,8.310684503,20.96824644,3.706404313,0.844349219,2.130332646
4753,sprinkler_irr,buff_none,fenced,spr_fence,alternative,9.84271,17.91382944,2.055929075,3.8023336,4.112604022,34.74386934,7.914937622,19.96975852,3.529908871,0.804142114,2.028888235
4753,sprinkler_irr,buffer,no_fence,spr_buff,alternative,9.84271,18.0860778,1.9958631,3.8388945,3.8388945,35.077945,7.677789,20.0819409,3.563850301,0.780048279,2.040285744
4753,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,9.84271,17.224836,1.900822,3.65609,3.65609,33.40756667,7.31218,19.125658,3.394143145,0.742903123,1.94312928
4912,flood_irr,buff_none,no_fence,flo,current condition,9.47371,13.3272319,6.014790085,1.679601127,1.816656579,12.74069021,3.496257706,19.34202199,1.344846972,0.36904842,2.041652319
4912,flood_irr,buff_none,fenced,flo_fence,alternative,9.47371,1.692346908,1.272971447,0.355471138,0.384477582,2.696442372,0.73994872,2.965318355,0.284623698,0.078105486,0.313004974
4912,flood_irr,buffer,no_fence,flo_buff,alternative,9.47371,1.708619474,1.235780343,0.358889129,0.358889129,2.722369703,0.717778258,2.944399817,0.287360464,0.075765277,0.310796912
4912,flood_irr,buffer,fenced,flo_buff_fence,alternative,9.47371,1.627256642,1.17693366,0.341799171,0.341799171,2.59273305,0.683598342,2.804190302,0.273676632,0.072157406,0.295997059
4912,sprinkler_irr,buff_none,no_fence,spr,alternative,9.47371,3.365956776,1.950362698,0.69100304,0.747388888,5.8298058,1.438391928,5.316319474,0.615366715,0.151829846,0.561165528
4912,sprinkler_irr,buff_none,fenced,spr_fence,alternative,9.47371,3.20567312,1.857488283,0.658098134,0.711798941,5.552196,1.369897075,5.063161403,0.586063538,0.144599853,0.53444336
4912,sprinkler_irr,buffer,no_fence,spr_buff,alternative,9.47371,3.2364969,1.80321995,0.664426,0.664426,5.6055825,1.328852,5.03971685,0.591698764,0.140267329,0.531968664
4912,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,9.47371,3.082378,1.717352333,0.632786667,0.632786667,5.33865,1.265573334,4.799730333,0.563522633,0.133587933,0.506636823
4948,flood_irr,buff_none,no_fence,flo,current condition,9.42975,75.20772725,10.61959016,10.30116416,11.14173915,84.20017002,21.44290331,85.82731741,8.929204912,2.273963075,9.101759581
4948,flood_irr,buff_none,fenced,flo_fence,alternative,9.42975,9.550187587,2.247532309,2.180140562,2.358040032,17.82014181,4.538180594,11.7977199,1.889778818,0.481262026,1.251116933
4948,flood_irr,buffer,no_fence,flo_buff,alternative,9.42975,9.642016314,2.181868458,2.201103452,2.201103452,17.99148932,4.402206904,11.82388477,1.907949767,0.466842377,1.253891648
4948,flood_irr,buffer,fenced,flo_buff_fence,alternative,9.42975,9.18287268,2.07796996,2.096289002,2.096289002,17.13475174,4.192578004,11.26084264,1.817095017,0.444611788,1.194182522
4948,sprinkler_irr,buff_none,no_fence,spr,alternative,9.42975,14.2574927,2.821388752,3.039380708,3.287394174,27.30410956,6.326774882,17.07888145,2.895528467,0.670937711,1.811170121
4948,sprinkler_irr,buff_none,fenced,spr_fence,alternative,9.42975,13.57856448,2.687036907,2.894648294,3.130851594,26.00391386,6.025499888,16.26560139,2.757646158,0.638988296,1.724923926
4948,sprinkler_irr,buffer,no_fence,spr_buff,alternative,9.42975,13.7091276,2.6085325,2.92248145,2.92248145,26.2539515,5.8449629,16.3176601,2.784161987,0.619842827,1.730444614
4948,sprinkler_irr,buffer,fenced,spr_buff_fence,alternative,9.42975,13.056312,2.484316667,2.783315667,2.783315667,25.00376333,5.566631334,15.54062867,2.651582845,0.590326502,1.64804249
4748,flood_irr,buff_none,no_fence,flo,current condition,9.0328,29.0755778,4.987845318,3.667631441,3.966910167,30.7977941,7.634541608,34.06342312,3.409551202,0.845202109,3.771081295
4748,flood_irr,buff_none,fenced,flo_fence,alternative,9.0328,3.692136864,1.055628638,0.776218294,0.839557707,6.518051661,1.615776001,4.747765502,0.721598138,0.178878753,0.525613929
4748,flood_irr,buffer,no_fence,flo_buff,alternative,9.0328,3.72763818,1.024787417,0.783681932,0.783681932,6.580725235,1.567363864,4.752425597,0.728536582,0.17351916,0.526129838
4748,flood_irr,buffer,fenced,flo_buff_fence,alternative,9.0328,3.5501316,0.975988016,0.746363745,0.746363745,6.267357366,1.49272749,4.526119616,0.693844363,0.165256342,0.501076036
4748,sprinkler_irr,buff_none,no_fence,spr,alternative,9.0328,9.243421824,1.82698053,1.956817772,2.116494103,17.43360892,4.073311875,11.07040235,1.930033757,0.450946758,1.225578154
4748,sprinkler_irr,buff_none,fenced,spr_fence,alternative,9.0328,8.80325888,1.739981457,1.863635974,2.015708669,16.60343706,3.879344643,10.54324034,1.838127387,0.429473103,1.16721729
